path,true_class,pred_class,true_prob,pred_prob
/content/pak-public-figures-classifier/data/splits/test/maryam_nawaz_sharif/maryam_nawaz_sharif_icrawler_1778475249696_889fd68e.jpg,maryam_nawaz_sharif,shehbaz_sharif,0.0043356879614293575,0.7222378849983215
/content/pak-public-figures-classifier/data/splits/test/bilawal_bhutto_zardari/bilawal_bhutto_zardari_icrawler_1778476963326_41c0d69f.jpg,bilawal_bhutto_zardari,ahsan_iqbal,0.007991538383066654,0.7743736505508423
/content/pak-public-figures-classifier/data/splits/test/maryam_nawaz_sharif/maryam_nawaz_sharif_icrawler_1778475211458_413be1a9.jpg,maryam_nawaz_sharif,ahsan_iqbal,0.013139660470187664,0.2569392919540405
/content/pak-public-figures-classifier/data/splits/test/ahmed_sharif_chaudhry/ahmed_sharif_chaudhry_icrawler_1778518167524_e1651cfe.jpg,ahmed_sharif_chaudhry,shehbaz_sharif,0.015522342175245285,0.7533137798309326
/content/pak-public-figures-classifier/data/splits/test/shehbaz_sharif/shehbaz_sharif_icrawler_1778476380799_8bd4c5f7.jpg,shehbaz_sharif,yousaf_raza_gillani,0.018088916316628456,0.28301844000816345
/content/pak-public-figures-classifier/data/splits/test/benazir_bhutto/benazir_bhutto_icrawler_1778475514128_d9276fd7.jpg,benazir_bhutto,ahmed_sharif_chaudhry,0.019585782662034035,0.1961684674024582
/content/pak-public-figures-classifier/data/splits/test/hamza_shehbaz/hamza_shehbaz_icrawler_1778476713124_2e019448.jpg,hamza_shehbaz,ahsan_iqbal,0.020071590319275856,0.2731427550315857
/content/pak-public-figures-classifier/data/splits/test/imran_khan/imran_khan_icrawler_1778475935277_f19f631f.jpg,imran_khan,ahsan_iqbal,0.020930010825395584,0.36141350865364075
/content/pak-public-figures-classifier/data/splits/test/nawaz_sharif/nawaz_sharif_icrawler_1778475075335_e21a5d69.jpg,nawaz_sharif,murad_ali_shah,0.02955779805779457,0.24412554502487183
/content/pak-public-figures-classifier/data/splits/test/asif_ali_zardari/asif_ali_zardari_icrawler_1778475372593_ec80b330.jpg,asif_ali_zardari,maryam_nawaz_sharif,0.029830878600478172,0.2643904387950897
/content/pak-public-figures-classifier/data/splits/test/hamza_shehbaz/hamza_shehbaz_icrawler_1778476642515_1bd5fe1e.jpg,hamza_shehbaz,ahmed_sharif_chaudhry,0.030793076381087303,0.3957202732563019
/content/pak-public-figures-classifier/data/splits/test/hamza_shehbaz/hamza_shehbaz_icrawler_1778476605203_f5ca9d3d.jpg,hamza_shehbaz,benazir_bhutto,0.036036521196365356,0.34565022587776184
/content/pak-public-figures-classifier/data/splits/test/imran_khan/imran_khan_icrawler_1778475029939_7d4c7325.jpg,imran_khan,nawaz_sharif,0.04117637127637863,0.4634350538253784
/content/pak-public-figures-classifier/data/splits/test/imran_khan/imran_khan_icrawler_1778475888875_c96ab6fe.jpg,imran_khan,ahmed_sharif_chaudhry,0.051294583827257156,0.23440052568912506
/content/pak-public-figures-classifier/data/splits/test/ahmed_sharif_chaudhry/ahmed_sharif_chaudhry_icrawler_1778516682742_84c5c942.jpg,ahmed_sharif_chaudhry,imran_khan,0.05698290094733238,0.38118553161621094
/content/pak-public-figures-classifier/data/splits/test/nawaz_sharif/nawaz_sharif_icrawler_1778475112615_bfd850c7.jpg,nawaz_sharif,ahmed_sharif_chaudhry,0.07138306647539139,0.1513814479112625
/content/pak-public-figures-classifier/data/splits/test/bilawal_bhutto_zardari/bilawal_bhutto_zardari_icrawler_1778475442189_83ed26e5.jpg,bilawal_bhutto_zardari,benazir_bhutto,0.10323943942785263,0.646548867225647
/content/pak-public-figures-classifier/data/splits/test/hamza_shehbaz/hamza_shehbaz_icrawler_1778476670746_c3f22029.jpg,hamza_shehbaz,asif_ali_zardari,0.10864337533712387,0.160071462392807
/content/pak-public-figures-classifier/data/splits/test/ahsan_iqbal/ahsan_iqbal_icrawler_1778518956773_fdfedcb9.jpg,ahsan_iqbal,ahmed_sharif_chaudhry,0.12510141730308533,0.1910572350025177
/content/pak-public-figures-classifier/data/splits/test/imran_khan/imran_khan_icrawler_1778475908127_4789f958.jpg,imran_khan,murad_ali_shah,0.13231171667575836,0.1354532390832901
/content/pak-public-figures-classifier/data/splits/test/benazir_bhutto/benazir_bhutto_duckduckgo_1778477241410_60895b18.jpg,benazir_bhutto,asif_ali_zardari,0.1344224363565445,0.49216026067733765
/content/pak-public-figures-classifier/data/splits/test/shehbaz_sharif/shehbaz_sharif_icrawler_1778476352467_ed2ee265.jpg,shehbaz_sharif,ahsan_iqbal,0.13911837339401245,0.1762235015630722
/content/pak-public-figures-classifier/data/splits/test/hamza_shehbaz/hamza_shehbaz_icrawler_1778475288021_2ff70563.jpg,hamza_shehbaz,murad_ali_shah,0.1532059609889984,0.30290183424949646
/content/pak-public-figures-classifier/data/splits/test/murad_ali_shah/murad_ali_shah_icrawler_1778477413862_61fb4531.jpg,murad_ali_shah,yousaf_raza_gillani,0.18092142045497894,0.391496866941452
/content/pak-public-figures-classifier/data/splits/test/nawaz_sharif/nawaz_sharif_icrawler_1778476211195_98890fec.jpg,nawaz_sharif,maryam_nawaz_sharif,0.19828565418720245,0.2290561944246292
/content/pak-public-figures-classifier/data/splits/test/ahmed_sharif_chaudhry/ahmed_sharif_chaudhry_icrawler_1778516615107_6889450e.jpg,ahmed_sharif_chaudhry,hamza_shehbaz,0.2094334214925766,0.2587900757789612
/content/pak-public-figures-classifier/data/splits/test/yousaf_raza_gillani/yousaf_raza_gillani_icrawler_1778477353256_8ea7460c.jpg,yousaf_raza_gillani,murad_ali_shah,0.21254326403141022,0.4213502109050751
/content/pak-public-figures-classifier/data/splits/test/imran_khan/imran_khan_icrawler_1778475825288_30ba4eec.jpg,imran_khan,shehbaz_sharif,0.21334420144557953,0.44390782713890076
/content/pak-public-figures-classifier/data/splits/test/ahmed_sharif_chaudhry/ahmed_sharif_chaudhry_icrawler_1778516658450_384d22e0.jpg,ahmed_sharif_chaudhry,maryam_nawaz_sharif,0.27298077940940857,0.38365721702575684
/content/pak-public-figures-classifier/data/splits/test/murad_ali_shah/murad_ali_shah_icrawler_1778475596762_548e4dba.jpg,murad_ali_shah,imran_khan,0.30077505111694336,0.3596057593822479
